ID, Media, Link
1032643631247548417,This OREO cookie goes out to the 14 022 #BoardGamers who see 4 531 985 219 092 positions in this post. #ConnectFour https://t.co/zuMvAeLu6k,http://pbs.twimg.com/amplify_video_thumb/1032397795192451072/img/dqH2VhV0KPsAPzUM.jpg
1032418267938414593,You can't spell "Meteorologist" without "OREO.  https://t.co/iPULS7lmc8,
1031918859752759297,This OREO cookie goes out to the 1 548 814 #UFO believers who've been waiting for a good sighting since Arizona. https://t.co/97gSdqSyHM,http://pbs.twimg.com/media/DlIVE8YXcAAw2Ba.jpg
1030525534969712640,This OREO cookie goes out to the 602 217 #Trendsetters who know Mini Glasses are the new Tiny Glasses. https://t.co/q7Mw96dMsW,http://pbs.twimg.com/ext_tw_video_thumb/1030525471165960192/pu/img/0onzyUezzKHTgZGf.jpg
1030232261273300997,Husband of the year contender right here.   https://t.co/wVo6nVGUhN,
1029105507242586112,Happy #LeftHandersDay! Lefties  Quote RT this with your #LeftHandedProblems  we'll RT our favorites!  https://t.co/jGpIqHn050,
1029095209852911616,RT if you're Left-Handed #LeftHandersDay,
1029084602256637953,We're sending packs of Left-Handed OREO cookies to everyone in Left Hand  West Virginia for #LeftHandersDay. Really  https://t.co/EfwG1IQjK0,
1029068227517792257,We feel you. Keep an eye on your mailbox... #LeftHandersDay https://t.co/FH7mlU1xc5,
1029040979532234752,Hey @TheSimpsons  do you think Flanders would sell Left-Handed OREO cookies at The Leftorium? https://t.co/TUyZeUmlUO,
1029019755464642560,In honor of International Left-Handers Day  we made an OREO cookie just for lefties. Use your left hand and sign up  https://t.co/DeoFAcyqeY,
1029005069222592512,It s International #LeftHandersDay  so we made Left-Handed OREO cookies. Put down the right-handed scissors and get  https://t.co/pvvh26KxNv,
1028989550704713728,Lefties have had it hard. So this International Left-Handers Day  we created a limited-edition Left-Handed OREO coo  https://t.co/BaCzrlO5pU,
1028627165095632897,See Ya Monday. https://t.co/UyfRh07uKZ,http://pbs.twimg.com/amplify_video_thumb/1027651418629517313/img/piiu9fmC4OZ9hYhS.jpg
1027210869120352256,This OREO cookie goes out to the 28 088 #CatParents who know better than to leave anything unattended on a table. https://t.co/pv5YHW7Ouz,http://pbs.twimg.com/ext_tw_video_thumb/1027210570435620866/pu/img/_YBceV7EXCuxPQTp.jpg
1026120645069791240,This OREO cookie goes out to the 8 440 225 #BFFs who know that real best friends have a secret handshake. https://t.co/WeftPY95bH,http://pbs.twimg.com/amplify_video_thumb/1025441820745064448/img/2SMzJWbR-6_z9rnB.jpg
1025381140696375298,Swoon. https://t.co/1BKsYAHzGB,
1021752909443289088,We ve been waiting for this moment our whole lives  *Walks up to microphone* *Clears throat* TOASTY! https://t.co/ECy0YmUqJy,
1020406234237882368,This OREO goes out to the 16 943 000 #SharkFanatics who live every week like it s #SharkWeek. It all starts this Su  https://t.co/On2ZlD08CJ,
1019995390660218880,Nope. https://t.co/rw5j3DWdOU,
1019628633902796802,Someone should make an app that tells the ice cream truck to show up on your block during heat waves.,
1019588299290300418,Happy belated birthday to our [OFFICIAL] "Unofficial Spokesperson" @Trevor_Stines. https://t.co/P9OFev0vu7,
